Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Valor,SEXE,EDAT_1
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,1,3
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,20,1,4
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,1,5
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,35,1,6
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,32,1,7
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,42,1,8
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,36,1,9
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,44,1,10
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,1,11
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,33,1,12
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,35,1,13
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,40,1,14
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,46,1,15
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,1,16
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,55,1,17
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,54,1,18
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,57,1,19
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,46,1,20
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,36,1,21
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,52,1,22
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,44,1,23
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,48,1,24
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,47,1,25
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,55,1,26
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,40,1,27
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,35,1,28
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,44,1,29
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,49,1,30
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,1,31
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,48,1,32
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,39,1,33
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,1,34
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,1,35
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,57,1,36
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,52,1,37
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,53,1,38
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,53,1,39
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,51,1,40
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,59,1,41
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,44,1,42
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,60,1,43
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,56,1,44
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,65,1,45
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,65,1,46
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,51,1,47
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,66,1,48
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,73,1,49
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,76,1,50
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,74,1,51
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,69,1,52
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,67,1,53
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,75,1,54
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,69,1,55
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,64,1,56
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,65,1,57
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,90,1,58
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,70,1,59
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,78,1,60
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,58,1,61
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,59,1,62
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,51,1,63
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,64,1,64
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,1,65
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,1,66
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,34,1,67
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,31,1,68
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,29,1,69
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,25,1,70
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,34,1,71
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,28,1,72
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,31,1,73
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,45,1,74
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,28,1,75
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,39,1,76
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,39,1,77
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,42,1,78
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,39,1,79
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,29,1,80
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,31,1,81
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,54,1,82
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,26,1,83
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,33,1,84
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,36,1,85
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,37,1,86
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,39,1,87
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,29,1,88
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,34,1,89
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,22,1,90
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,29,1,91
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,15,1,92
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,12,1,93
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,14,1,94
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,9,1,95
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,1,96
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,1,97
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,1,98
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,26,2,0
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,28,2,1
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,2,2
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,25,2,3
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,20,2,4
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,28,2,5
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,36,2,6
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,2,7
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,34,2,8
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,34,2,9
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,35,2,10
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,36,2,11
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,37,2,12
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,2,13
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,50,2,14
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,47,2,15
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,50,2,16
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,44,2,17
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,48,2,18
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,45,2,19
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,52,2,20
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,57,2,21
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,2,22
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,49,2,23
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,44,2,24
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,55,2,25
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,42,2,26
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,54,2,27
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,2,28
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,50,2,29
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,2,30
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,45,2,31
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,41,2,32
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,31,2,33
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,39,2,34
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,48,2,35
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,2,36
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,2,37
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,51,2,38
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,41,2,39
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,54,2,40
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,47,2,41
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,61,2,42
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,60,2,43
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,70,2,44
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,61,2,45
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,71,2,46
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,71,2,47
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,80,2,48
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,79,2,49
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,66,2,50
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,81,2,51
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,78,2,52
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,73,2,53
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,66,2,54
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,67,2,55
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,62,2,56
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,55,2,57
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,70,2,58
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,63,2,59
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,58,2,60
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,57,2,61
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,49,2,62
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,48,2,63
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,43,2,64
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,49,2,65
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,30,2,66
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,38,2,67
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,33,2,68
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,2,69
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,22,2,70
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,21,2,71
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,19,2,72
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,25,2,73
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,2,74
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,2,75
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,21,2,76
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,26,2,77
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,29,2,78
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,26,2,79
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,21,2,80
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,29,2,81
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,27,2,82
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,14,2,83
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,24,2,84
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,16,2,85
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,16,2,86
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,17,2,87
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,15,2,88
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,23,2,89
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,19,2,90
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,10,2,91
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,10,2,92
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,93
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,6,2,94
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,95
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,96
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,97
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,98
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,99
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,..,2,100
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,17,1,0
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,23,1,1
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,21,1,2
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,28,1,3
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,37,1,4
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,26,1,5
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,23,1,6
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,32,1,7
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,33,1,8
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,37,1,9
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,40,1,10
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,23,1,11
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,30,1,12
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,1,13
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,1,14
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,34,1,15
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,41,1,16
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,1,17
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,45,1,18
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,40,1,19
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,42,1,20
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,39,1,21
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,53,1,22
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,60,1,23
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,55,1,24
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,57,1,25
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,55,1,26
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,45,1,27
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,1,28
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,59,1,29
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,54,1,30
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,71,1,31
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,56,1,32
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,57,1,33
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,49,1,34
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,51,1,35
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,52,1,36
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,58,1,37
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,60,1,38
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,59,1,39
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,55,1,40
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,54,1,41
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,1,42
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,67,1,43
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,71,1,44
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,60,1,45
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,65,1,46
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,1,47
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,60,1,48
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,57,1,49
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,57,1,50
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,70,1,51
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,74,1,52
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,65,1,53
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,62,1,54
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,85,1,55
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,68,1,56
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,61,1,57
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,86,1,58
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,72,1,59
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,62,1,60
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,74,1,61
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,74,1,62
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,78,1,63
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,55,1,64
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,70,1,65
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,57,1,66
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,67,1,67
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,56,1,68
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,51,1,69
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,56,1,70
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,27,1,71
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,41,1,72
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,1,73
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,54,1,74
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,42,1,75
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,41,1,76
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,34,1,77
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,45,1,78
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,36,1,79
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,33,1,80
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,18,1,81
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,30,1,82
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,17,1,83
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,17,1,84
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,25,1,85
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,26,1,86
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,27,1,87
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,15,1,88
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,15,1,89
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,24,1,90
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,9,1,91
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,17,1,92
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,9,1,93
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,..,1,94
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,6,1,95
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,6,1,96
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,..,1,97
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,..,1,98
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,..,1,99
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,..,1,100
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,22,2,0
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,26,2,1
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,34,2,2
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,42,2,3
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,41,2,4
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,46,2,5
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,31,2,6
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,42,2,7
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,34,2,8
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,31,2,9
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,39,2,10
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,44,2,11
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,52,2,12
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,49,2,13
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,2,14
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,33,2,15
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,53,2,16
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,40,2,17
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,37,2,18
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,2,19
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,41,2,20
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,42,2,21
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,47,2,22
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,2,23
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,58,2,24
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,2,25
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,58,2,26
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,53,2,27
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,45,2,28
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,68,2,29
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,2,30
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,69,2,31
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,68,2,32
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,61,2,33
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,56,2,34
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,61,2,35
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,55,2,36
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,40,2,37
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,56,2,38
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,62,2,39
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,47,2,40
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,58,2,41
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,61,2,42
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,43,2,43
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,66,2,44
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,61,2,45
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,59,2,46
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,63,2,47
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,70,2,48
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,76,2,49
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,52,2,50
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,62,2,51
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,53,2,52
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,65,2,53
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,2,54
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,54,2,55
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,56,2,56
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,51,2,57
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,73,2,58
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,68,2,59
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,63,2,60
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,45,2,61
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,53,2,62
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,50,2,63
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,48,2,64
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,69,2,65
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,67,2,66
2023-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,73,2,67
